/home/user/NgoQuang/truck_classification/modular/draw_graph.py:34: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  checkpoint = torch.load(model_path)
epoch=1, accuracy=0.9855371900826446, loss=0.05221118078915131
epoch=2, accuracy=0.9857954545454546, loss=0.041330229608252576
epoch=3, accuracy=0.9886363636363636, loss=0.03665573842121646
epoch=4, accuracy=0.987603305785124, loss=0.04304474321994228
epoch=5, accuracy=0.989051832554797, loss=0.04516699718478476
epoch=6, accuracy=0.9875022457779375, loss=0.0402562097202643
epoch=7, accuracy=0.9852789256198347, loss=0.047596632720530226
epoch=8, accuracy=0.9846613366870284, loss=0.049113080868882816
epoch=9, accuracy=0.9880187747035574, loss=0.04269401884828932
epoch=10, accuracy=0.984245867768595, loss=0.050025132257435545
epoch=11, accuracy=0.9857954545454546, loss=0.045700151404432766
epoch=12, accuracy=0.9863119834710744, loss=0.05075423264960674
epoch=13, accuracy=0.986210923463888, loss=0.04952310311561204
epoch=14, accuracy=0.9851778656126482, loss=0.04707260975964879
epoch=15, accuracy=0.9878615702479339, loss=0.04735265072656696
epoch=16, accuracy=0.9852789256198347, loss=0.05264549797459401
epoch=17, accuracy=0.987603305785124, loss=0.047469124772971015
epoch=18, accuracy=0.9894111570247934, loss=0.044991675951873616
epoch=19, accuracy=0.9875022457779375, loss=0.054540893517959606
epoch=20, accuracy=0.9883780991735537, loss=0.05156803842815864
