/home/user/NgoQuang/truck_classification/modular/draw_graph.py:34: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  checkpoint = torch.load(model_path)
epoch=1, accuracy=0.9813038986704995, loss=0.061218845765760616
epoch=2, accuracy=0.9896694214876033, loss=0.030468466461487962
epoch=3, accuracy=0.9894111570247934, loss=0.03458851093088646
epoch=4, accuracy=0.9868285123966942, loss=0.041391140004920134
epoch=5, accuracy=0.9886363636363636, loss=0.03708490536861845
epoch=6, accuracy=0.9891528925619835, loss=0.04509957781762247
epoch=7, accuracy=0.984504132231405, loss=0.04724444610149453
epoch=8, accuracy=0.9899276859504132, loss=0.03809028727720176
epoch=9, accuracy=0.9888946280991735, loss=0.03508559121224261
epoch=10, accuracy=0.9881198347107438, loss=0.04012775318383206
epoch=11, accuracy=0.9852789256198347, loss=0.047770242883115696
epoch=12, accuracy=0.9881198347107438, loss=0.045925701681783324
epoch=13, accuracy=0.9885353036291772, loss=0.04210829851662544
epoch=14, accuracy=0.987603305785124, loss=0.04461451112007682
epoch=15, accuracy=0.9878615702479339, loss=0.04535858482923378
epoch=16, accuracy=0.9878615702479339, loss=0.04752964473586007
epoch=17, accuracy=0.9912190082644629, loss=0.04066680911240506
epoch=18, accuracy=0.9878615702479339, loss=0.048107492674187013
epoch=19, accuracy=0.986210923463888, loss=0.04161305326984306
epoch=20, accuracy=0.9888946280991735, loss=0.03562548942022095
